gene,SRR16912777,SRR16912776,SRR16912775,SRR11553561,SRR11553560,SRR11553562,SRR11553563,DRR400300,DRR400301,DRR400295,DRR400294,DRR400302,DRR400296,DRR400298,DRR400299,DRR400297,SRR12424943,SRR12424944,SRR12424945,SRR12424942,SRR12424940,SRR12424941,SRR12424939,SRR12424937,SRR12424938,SRR9102748,SRR9102741,SRR9102746,SRR9102747,SRR9102740,SRR9102749,SRR9102731,SRR9102736,SRR9102738,SRR9102739,SRR9102737,SRR9102730,SRR9102752,SRR9102729,SRR9102745,SRR9102742,SRR9102728,SRR9102743,SRR9102744,SRR9102750,SRR9102735,SRR9102732,SRR9102751,SRR9102733,SRR9102734,SRR9656595,SRR9656592,SRR9656593,SRR9656594,SRR9656587,SRR9656589,SRR9656588,SRR9656598,SRR9656591,SRR9656596,SRR9656597,SRR9656590,SRR7263099,SRR7263090,SRR7263097,SRR7263096,SRR7263091,SRR7263098,SRR7263105,SRR7263102,SRR7263103,SRR7263104,SRR7263082,SRR7263085,SRR7263078,SRR7263079,SRR7263084,SRR7263083,SRR7263077,SRR7263094,SRR7263093,SRR7263092,SRR7263095,SRR7263101,SRR7263106,SRR7263100,SRR7263086,SRR7263081,SRR7263088,SRR7263089,SRR7263080,SRR7263087,SRR20341150,SRR20341151,SRR20341145,SRR20341144,SRR20341143,SRR20341154,SRR20341153,SRR20341152,SRR20341146,SRR20341148,SRR20341149,SRR20341147,SRR25120019,SRR25120026,SRR25119998,SRR25120021,SRR25120028,SRR25120017,SRR25119996,SRR25120010,SRR25120011,SRR25119997,SRR25120029,SRR25120016,SRR25119999,SRR25120020,SRR25120018,SRR25120027,SRR25120005,SRR25120002,SRR25120003,SRR25120004,SRR25120022,SRR25120025,SRR25119995,SRR25120013,SRR25120014,SRR25120015,SRR25120012,SRR25119994,SRR25120024,SRR25120023,SRR25120001,SRR25120006,SRR25120008,SRR25120009,SRR25120007,SRR25120000,ERR2937450,ERR2937451,ERR2937442,ERR2937445,ERR2937444,ERR2937443,ERR2937454,ERR2937453,ERR2937439,ERR2937452,ERR2937446,ERR2937441,ERR2937448,ERR2937449,ERR2937440,ERR2937447,SRR1019970,SRR16229842,SRR16229843,SRR16229841,SRR16229840,SRR16229838,SRR16229839,ERR1735779,ERR1735778,SRR23421556,SRR23421551,SRR23421558,SRR23421560,SRR23421561,SRR23421559,SRR23421550,SRR23421557,SRR23421552,SRR23421555,SRR23421563,SRR23421564,SRR23421562,SRR23421554,SRR23421553,SRR23421549,SRR23421547,SRR23421548,SRR16944074,SRR16944073,SRR16944072,SRR16944075,SRR16944076,SRR16944071,SRR13635188,SRR13635189,SRR13635194,SRR13635193,SRR13635192,SRR13635195,SRR13635190,SRR13635196,SRR13635191,SRR22806501,SRR22806500,SRR22806502,SRR22806504,SRR22806503,SRR22806497,SRR22806499,SRR22806498,SRR22806496,SRR24977794,SRR24977793,SRR24977792,SRR24977795,SRR24977788,SRR24977789,SRR24977800,SRR24977801,SRR24977799,SRR24977790,SRR24977797,SRR24977796,SRR24977791,SRR24977798,SRR24977803,SRR24977804,SRR24977805,SRR24977802,SRR16550059,SRR16550061,SRR16550057,SRR16550056,SRR16550060,SRR16550058,SRR16550062,SRR16550053,SRR16550054,SRR16550055,SRR16550064,SRR16550063,SRR13600544,SRR13600543,SRR13600542,SRR13600545,SRR13600534,SRR13600533,SRR13600535,SRR13600540,SRR13600547,SRR13600546,SRR13600541,SRR13600539,SRR13600537,SRR13600536,SRR13600538,SRR10219424,SRR10219441,SRR10219425,SRR10219440,SRR10219436,SRR10219431,SRR10219438,SRR10219439,SRR10219430,SRR10219437,SRR10219429,SRR10219427,SRR10219426,SRR10219428,SRR10219432,SRR10219435,SRR10219434,SRR10219433,SRR10953052,SRR10953055,SRR10953054,SRR10953053,SRR10953058,SRR10953060,SRR10953056,SRR10953051,SRR10953057,SRR10953059,DRR331651,DRR331650,DRR331644,DRR331645,DRR331652,DRR331655,DRR331654,DRR331653,DRR331649,DRR331647,DRR331646,DRR331648,SRR8820550,SRR8820548,SRR8820549,SRR13755323,SRR13755324,SRR13755312,SRR13755315,SRR13755341,SRR13755346,SRR13755348,SRR13755314,SRR13755313,SRR13755325,SRR13755322,SRR13755349,SRR13755347,SRR13755340,SRR13755362,SRR13755365,SRR13755353,SRR13755354,SRR13755338,SRR13755331,SRR13755309,SRR13755336,SRR13755355,SRR13755352,SRR13755364,SRR13755363,SRR13755308,SRR13755337,SRR13755330,SRR13755339,SRR13755345,SRR13755342,SRR13755327,SRR13755318,SRR13755320,SRR13755316,SRR13755329,SRR13755311,SRR13755343,SRR13755344,SRR13755310,SRR13755317,SRR13755328,SRR13755321,SRR13755326,SRR13755319,SRR13755335,SRR13755332,SRR13755359,SRR13755361,SRR13755357,SRR13755350,SRR13755333,SRR13755334,SRR13755351,SRR13755356,SRR13755360,SRR13755358,SRR1260601,SRR1259431,SRR1259332,SRR1260604,SRR1260603,SRR1260602,SRR654050,SRR5189964,SRR5189969,SRR5189967,SRR5189966,SRR13638183,SRR13638177,SRR13638179,SRR13638178,SRR13638176,SRR13638182,SRR13638180,SRR13638175,SRR13638181,SRR1612397,DRR286076,DRR286077,DRR286075,DRR286072,DRR286073,DRR286074,SRR3042207,SRR3042206,SRR3042201,SRR3042208,SRR3042205,SRR13648625,SRR13648624,SRR13648626
p5.00_sc00001_p0001,61.9578,80.8683,35.0124,0.0,0.0,0.0,0.0,0.0,0.07588,0.144736,0.0,0.185706,0.0,0.106008,0.197587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.236,0.150596,5.44436,6.16134,0.223258,15.3305,0.166084,4.3898,6.40045,6.13886,1.86148,0.106939,2.24372,0.249995,3.19552,0.0,0.13548,0.0,0.0,16.3439,1.85822,0.947529,8.46222,0.829076,2.20492,0.0,0.0,0.0,0.369627,0.0,0.0,0.36841,0.0,0.0,0.0,0.0,0.233819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06684,2.16777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200363,1.5693,0.506023,10.8836,1.72188,0.437378,0.662176,7.17719,0.0,0.198102,0.337104,0.0,1.46421,0.0,0.434579,0.0,0.0,0.166082,0.410668,0.0,0.812816,0.864033,3.41168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385276,0.0,0.0,0.0,0.302965,0.0,0.365989,0.0,0.0,0.252618,0.0,0.0,0.289326,0.0,0.0,0.0,0.039567,0.0,0.0,0.0,0.0,0.0,0.149699,0.089741,0.0,0.078848,0.090357,0.08123,0.0,0.090269,0.0,0.0,0.0,0.35377,0.0,0.0,0.0,1.00448,3.43218,3.79033,0.083863,2.16223,2.28848,11.1959,1.84428,0.0,3.21324,0.0,3.59202,0.245699,0.562672,9.4743,0.20413,0.0,0.180416,8.17854,0.0,0.0,0.668242,0.0,0.0,0.270831,0.0,0.0,0.123018,0.10993,0.0,0.0,0.52505,0.103103,0.089923,0.0,12.4134,0.0,0.667726,12.2437,0.16373,0.359228,0.373666,0.0,0.421507,1.91209,0.954477,0.29683,7.32045,19.2452,0.20413,3.78281,3.10126,5.52927,0.245698,9.47435,8.17852,0.562672,11.1959,19.561,12.5968,7.61617,17.1319,0.184884,0.124511,0.710897,0.615076,0.191154,0.142225,0.998224,0.704635,0.08686,0.635258,0.0,0.73132,0.0,0.144993,0.103009,0.164199,0.0,0.0,0.0,0.0,0.0,0.0,0.079456,0.0,0.089962,0.0,0.0,0.224536,0.068809,0.0,0.065406,0.383736,0.0,0.0,0.140925,0.0,0.095224,0.0,0.0,0.0,0.0,0.135242,1.60386,0.0,0.0,0.613993,0.198135,0.186045,0.371911,0.0,0.0,1.31822,0.0,0.85008,0.071091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569041,4.35889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79197,0.0,0.0,0.418725,0.0,0.330884,0.20084,0.0,0.135895,0.136426,0.113212,0.0,0.0,0.214791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192136,0.0,0.0,0.0,0.0,3.82312,0.0,2.57451,2.6791,0.0,1.40734,0.0,0.045168,0.107744,0.0
p5.00_sc00001_p0002,4.25948,9.37317,3.99109,0.0,34.4019,42.3094,13.4429,23.3907,22.3002,60.5214,79.6671,37.2253,56.0845,21.3923,25.1921,21.9191,9.5617,3.91795,20.0399,16.0534,43.1239,54.742,16.683,37.6694,42.6976,57.1809,47.5906,30.0464,29.6967,48.5783,37.9007,55.2746,46.2511,32.2117,32.9654,32.4807,36.8057,48.5819,36.5224,43.7374,0.0,56.6374,0.0,0.0,37.5226,34.123,37.4722,50.4501,37.792,33.9065,39.0822,47.2259,43.9116,40.0781,36.4222,41.9406,44.1438,44.5602,43.3107,37.8267,42.0164,33.4213,77.6633,57.2103,81.6572,62.8093,48.2671,78.0852,119.667,53.5382,89.4905,82.0289,65.8997,63.5984,57.4786,47.6593,72.0586,65.5409,76.876,87.6595,91.7665,53.4072,68.8104,88.8694,98.4585,103.235,99.1646,69.7932,62.0674,60.4655,78.4528,72.7457,57.5758,51.6669,53.5269,50.5713,54.6584,60.2806,52.5622,53.1546,65.7296,61.8927,60.0226,57.6878,39.4309,27.6292,31.7997,30.5496,27.1178,25.4088,34.0403,31.9604,32.0209,28.1647,24.0527,32.0196,29.8613,22.5387,40.3933,23.1649,25.7852,34.261,27.707,35.8414,26.4552,37.5193,27.6992,39.8741,18.3436,29.1462,31.2121,27.9073,31.4669,38.3519,27.4936,26.9849,38.3499,42.0944,36.5833,33.6803,42.476,42.0325,41.9514,36.9061,44.0048,44.0514,34.0225,33.9515,38.7017,42.1401,36.9892,41.9123,43.0342,42.4666,38.6702,43.1503,38.6911,32.7063,38.407,30.2022,26.3328,33.8568,25.3371,23.7293,37.4403,43.935,44.0769,36.8729,33.3794,50.4721,36.8143,37.9874,47.118,44.8162,46.8557,37.5546,40.7693,51.673,41.0336,40.7496,42.1374,59.4102,36.8044,27.8127,31.3959,25.622,32.1699,34.2995,32.2583,63.5936,62.7635,111.767,54.7275,55.4279,128.174,55.6739,121.283,59.2012,41.7438,43.2104,38.5158,37.5254,42.262,43.1855,50.5139,43.3612,43.8663,44.1925,47.296,48.8976,44.0425,48.4769,41.0336,49.0447,45.8786,49.0564,37.5545,51.6735,59.4099,40.7693,50.4723,49.2376,57.7357,48.1523,42.4714,16.1773,15.0144,18.9964,17.5269,13.385,19.2354,14.7644,25.1903,21.7017,18.5255,12.5166,11.4124,41.5748,43.1866,43.4998,40.4183,42.4433,48.9408,47.1215,45.7428,48.2575,49.2039,37.8739,44.9446,37.2188,51.3351,42.5292,55.0546,46.0773,60.1877,38.0992,39.3499,47.1639,52.2638,41.1312,54.0817,61.8778,63.9527,53.8034,45.9492,50.5612,71.3655,73.426,85.8525,73.5144,29.9323,35.4644,43.5434,27.763,33.5793,47.9765,55.0098,35.273,41.9361,21.388,46.2123,21.8255,34.7434,41.9668,16.3292,0.0,45.5725,22.0354,24.2588,5.53096,73.22,52.8361,12.4154,23.825,35.0719,20.5987,34.4125,34.4497,32.8401,15.0773,15.7175,13.2814,15.9121,33.0091,38.9901,39.0157,16.0422,16.5817,10.6634,27.7871,30.2925,14.9297,15.2271,40.6937,45.0981,27.9325,27.0871,16.1597,14.1292,23.9018,24.6403,38.1135,27.7579,24.794,41.0731,14.2529,14.0879,42.4255,24.3804,6.65554,26.3975,22.4985,41.1212,13.4169,6.99131,24.8887,28.3923,21.1393,18.0339,31.0055,35.2602,28.1112,36.4543,18.544,28.2354,12.9192,11.4714,19.3192,41.359,17.2204,14.6656,17.5257,14.4621,15.658,12.8894,13.8566,28.5761,27.0902,16.5775,0.0,0.0,20.2312,0.0,26.8921,272.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8391,66.4535,58.4498,61.1397,47.706,53.3469,64.8549,32.3717,36.1381,40.1098,28.2591,35.9366,44.2543,30.8078,36.0143
p5.00_sc00001_p0003,19.1128,16.5501,8.5413,0.0,0.0,0.0,0.0,78.8649,87.2543,154.999,110.888,72.7643,241.321,91.6444,89.3962,55.568,14.3625,17.2492,34.0452,3.71772,68.6855,68.4623,71.7378,45.3141,17.1705,59.2501,60.3787,44.96,43.9854,53.9304,42.621,45.6817,52.6321,45.5406,47.4612,60.8682,51.378,70.9457,50.4863,56.0099,0.0,73.4668,0.0,0.0,41.4088,47.7934,51.945,46.4024,54.0851,46.8824,27.4415,29.0934,25.8948,23.1763,26.3597,33.9573,29.4,32.4512,33.354,22.2428,28.3924,25.3234,3.61198,5.35004,6.07646,15.7867,4.82759,6.4714,24.1291,26.6031,3.21506,4.26561,6.84979,71.546,15.6684,21.9181,27.965,30.1997,15.544,16.1115,13.0298,7.76359,4.89715,4.48863,25.8309,3.37753,4.57569,5.86042,3.74565,0.720569,4.35787,5.84121,57.6483,73.9545,85.7904,70.0702,89.122,55.3132,51.1134,80.3295,73.3784,70.4727,70.9839,89.9493,73.6861,16.615,70.9611,16.6573,82.1406,58.579,54.1817,56.6376,53.8899,59.6218,76.2252,73.3797,61.4081,16.5569,58.6515,18.4192,10.9661,20.625,22.4747,18.9951,15.2554,14.9217,65.5711,61.5811,60.4369,59.017,71.089,16.1818,19.9318,21.3478,23.4859,76.2839,18.0091,24.7712,14.5272,15.9031,29.5167,28.512,18.9132,22.676,28.6621,28.2601,27.9539,27.326,25.2336,28.8653,22.3697,18.7483,27.7759,29.5674,25.8423,28.6676,49.4328,40.2295,38.6005,38.5318,39.0921,36.0903,43.5968,74.1285,56.532,37.3929,44.0101,40.2653,39.5841,75.1317,41.2973,43.5699,40.9312,47.079,38.9637,56.2973,64.2898,71.9787,53.2229,40.7816,41.7919,74.4246,45.2319,62.9208,65.0775,86.9098,59.315,60.327,98.2636,52.2762,45.9847,43.2833,49.379,41.5386,51.5199,42.2742,47.3844,54.1243,74.2644,85.2245,65.1121,71.3242,84.1807,79.3671,76.2347,59.9663,76.3746,76.5357,86.7073,88.1853,45.2221,50.5837,53.223,81.4742,81.5599,80.213,56.2972,71.9791,74.4244,64.2898,75.1318,44.02,52.4591,46.1143,43.7594,38.9181,42.7362,36.2772,41.2587,29.0564,37.8331,22.908,41.5043,39.468,46.3269,22.9007,18.1303,29.716,41.1622,33.6526,30.6592,23.465,34.7353,31.1951,15.5516,13.3299,18.0515,28.4391,19.3642,14.5006,28.7281,20.5465,108.062,86.382,88.802,87.1715,66.7526,100.606,119.63,93.9403,69.3872,53.1097,77.8632,83.2755,77.8344,78.5852,34.8054,81.0663,31.7062,38.0972,29.3479,39.4228,51.158,35.2781,41.9507,64.2301,50.8531,46.8527,26.2701,8.08426,44.9949,64.1966,40.4079,53.5869,53.1357,0.0,100.261,22.3249,59.0556,0.0,70.3282,0.0,4.08767,7.25155,8.58698,29.128,43.0492,39.4176,30.9074,22.0142,26.0143,13.4359,70.8192,62.5559,47.9181,46.2085,28.5749,16.211,14.2942,27.7827,45.3491,27.6369,13.9947,47.0753,62.3823,42.2533,63.9565,33.9003,24.0136,34.8065,49.3871,47.8254,45.7578,54.3177,51.0133,30.9363,24.4658,32.7745,59.9153,39.1106,67.876,44.8892,51.7055,25.3119,13.0173,53.5816,60.5815,59.5077,29.2036,51.1978,32.0359,66.187,48.0636,32.8613,17.8452,19.1992,22.1508,73.2986,54.5648,21.3536,37.1047,32.0514,17.1212,21.8881,20.4768,25.061,42.7014,44.8506,32.1111,0.0,0.0,20.842,0.0,33.4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6326,40.157,25.1734,14.5954,30.5489,27.1066,36.3996,32.1457,40.5781,41.2463,35.2399,34.2458,29.7191,25.0708,22.0941
p5.00_sc00001_p0004,14.8986,18.8549,11.8193,96.2275,18.4116,67.931,0.0,9.06246,14.7413,22.5673,23.8699,13.8719,23.4868,18.6774,13.2094,8.91521,3.32486,8.42987,11.5188,5.33945,21.579,23.4643,37.5633,11.3891,10.789,31.3607,30.086,20.5978,20.9572,24.2234,26.0723,31.3541,28.3432,20.8305,20.1641,18.2908,19.9717,22.7288,20.7038,24.8791,0.0,28.4917,0.0,0.0,26.6052,24.3259,20.4094,33.6935,20.0322,24.5515,31.8472,33.4356,35.0155,37.0687,28.8456,6.53441,35.2501,28.8707,7.74236,30.8026,27.9657,9.81029,12.6859,14.7845,20.2569,17.0056,7.14298,24.8064,14.139,34.0068,12.5306,14.5151,17.4692,0.0,23.5562,58.8532,23.3432,36.811,28.56,32.2684,24.4503,3.85672,17.4103,20.094,12.4689,19.2916,20.0991,23.6849,18.6611,15.1755,20.5362,19.3239,22.136,19.3997,31.1447,14.6923,17.1705,23.0954,26.514,16.9271,44.3057,44.3324,25.0773,40.0056,11.4498,14.2014,17.6248,36.0556,11.2621,9.69585,14.8883,15.4175,16.641,13.0701,8.0939,16.1688,15.7421,25.2192,20.9283,11.819,20.2056,21.5824,12.5935,20.4322,14.0633,29.2166,15.7318,7.07206,19.7435,16.7733,14.1781,21.0619,18.6609,34.3537,25.1921,11.9964,20.1749,21.4897,24.515,33.5401,33.9121,34.3855,38.122,30.0445,32.6061,32.211,31.6031,31.8243,36.881,34.3232,30.2022,38.0241,32.8252,33.7904,37.0876,33.0702,20.5402,53.2036,49.7315,49.6821,53.322,68.5317,54.1069,25.4453,34.9068,24.3257,20.7638,19.3008,17.1277,38.4863,21.7141,18.6132,26.4057,21.8903,27.7005,22.2615,26.9427,33.0236,18.71,19.3171,24.661,39.5604,16.8358,22.9683,19.2711,16.7542,23.8879,25.7297,16.7424,48.411,44.0682,37.4551,51.1546,45.9512,37.0348,40.9167,38.9701,52.6278,15.8265,16.2533,14.5628,14.1219,16.3663,16.9309,14.3428,14.7959,17.3438,32.722,33.4779,32.1884,31.3986,42.5357,18.71,42.2349,37.6987,37.9125,22.2615,33.0239,39.5603,26.9427,38.4864,40.5246,55.3027,41.2485,38.0229,14.8048,16.4367,10.5081,13.3754,15.0297,12.3712,16.6229,21.5522,19.3774,16.1076,10.7251,15.8408,30.3597,20.3841,21.9603,28.6136,35.5397,27.4358,35.2155,21.9965,22.0732,21.5417,22.8027,24.8272,28.7591,32.8795,25.9454,8.38875,8.26888,12.0588,9.08372,9.25481,8.39027,12.2493,7.71137,16.8643,16.1708,14.1411,11.6729,10.0342,14.5534,11.4762,10.9013,16.2023,10.9255,34.0775,29.2486,23.4943,28.1235,24.8621,25.7573,40.8988,27.1363,46.2223,35.1301,57.19,11.6197,28.5402,27.7947,12.8733,53.4577,129.423,26.0192,9.5527,140.049,18.1353,0.0,22.1165,23.9386,24.8531,0.963284,1.35248,2.25162,3.28654,2.56157,4.26415,2.7771,0.915613,3.20276,0.557575,1.59095,1.91235,1.81534,4.54767,0.581902,0.934256,1.45579,4.39674,1.09553,0.670044,0.899987,0.0,2.86133,2.9137,0.295546,1.06093,4.46066,0.590787,1.59274,4.4412,4.34703,2.39579,1.05608,0.728659,1.87834,1.8747,0.821529,1.42808,3.47912,2.57706,2.51721,1.91393,1.01607,0.0,1.36893,0.46813,0.831763,0.974209,3.34442,3.52405,1.24797,1.77903,0.903073,4.28568,2.38253,3.66243,1.07124,2.44089,13.2924,14.0374,13.352,27.6808,25.5764,23.6613,0.0,0.0,35.6419,0.0,35.7639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0223,21.4821,32.4708,14.122,19.0536,17.4828,21.3417,34.6888,35.641,26.3968,25.0231,34.8742,22.5219,18.2339,19.5253
p5.00_sc00001_p0005,18.2776,12.1877,5.5895,0.0,59.8506,0.0,0.0,12.2623,21.5383,25.7098,42.5771,14.2035,31.3271,16.5304,17.444,17.7151,3.08803,9.78676,13.3729,5.96644,25.0524,3.17813,12.2107,0.0,8.7679,17.3707,25.3965,12.0118,13.1419,22.7566,11.7385,20.5279,18.9382,14.8342,13.7315,16.2964,17.6979,20.5658,18.058,23.0752,0.0,18.6288,0.0,0.0,12.4431,11.6631,15.6329,22.2476,14.7602,12.3993,13.6298,12.9318,19.9503,17.3678,12.5528,84.3152,17.3107,16.5708,96.7667,11.8064,12.8525,72.9198,31.3264,32.7557,24.8082,31.2725,42.7071,36.3157,48.3091,0.0,48.2872,34.458,17.4743,14.5976,25.5768,26.8349,17.9129,6.30503,34.3791,40.3441,51.3823,45.7682,24.3422,39.2533,39.8563,29.8777,32.3023,23.9194,20.2092,32.351,24.7827,43.888,27.2802,33.0409,20.8586,27.1959,24.22,20.3682,20.6979,25.0469,31.7766,16.074,20.2958,24.7042,17.0603,21.0096,17.3299,17.7002,12.1109,16.7865,16.9607,17.3334,22.4702,9.46395,13.9304,18.3378,15.201,19.291,15.0765,10.1846,17.8888,15.4921,14.655,14.5422,11.9693,19.8801,19.6263,18.0462,14.1265,24.4883,14.8914,13.5426,16.7198,18.9451,12.9111,9.07144,16.0417,11.5808,28.2526,18.4243,13.5516,14.056,17.9994,14.1273,14.0975,14.4795,12.8325,13.0211,17.6161,13.7322,14.141,18.2292,15.8554,13.7134,17.4594,15.2393,20.3567,23.8756,27.0333,32.4547,39.2892,30.7232,35.4553,12.8519,21.5443,14.8908,11.2359,14.1218,11.0052,15.1482,11.6396,9.2418,14.5077,13.5528,13.8653,11.785,14.2543,17.8237,11.0656,10.5476,11.3448,17.4158,12.0246,14.7062,14.7748,12.2162,14.9464,19.0348,16.1911,31.6843,35.0875,44.5375,21.5021,26.3758,43.7144,33.0186,46.4793,32.1216,15.1123,16.1952,15.0374,15.695,21.3869,17.9017,19.8899,12.6543,15.7195,21.0885,22.4987,21.7093,15.2269,25.0156,11.0656,17.6427,17.2898,16.6509,11.785,17.8238,17.4157,14.2543,15.1483,32.9732,21.2651,11.8737,28.6573,20.9109,21.2273,24.1082,25.0006,21.885,29.1362,15.924,21.4867,24.1269,24.4781,14.454,10.542,19.57,24.3596,25.2724,18.2361,20.3436,20.0556,20.7268,20.9909,23.4241,21.9571,22.3609,19.0223,17.9288,20.9932,20.9064,14.6251,14.532,15.7788,13.2625,14.3226,15.4416,19.1479,15.267,13.9665,12.1942,11.3262,14.6462,12.4322,14.0862,16.6794,12.5691,25.5209,21.3689,15.8602,25.5394,18.0581,13.2467,18.1034,21.0433,29.5312,17.8823,32.339,11.815,29.4919,0.0,71.1603,20.0312,27.0906,123.138,0.0,4.55228,37.6328,0.0,43.0323,0.0,14.7351,24.3586,27.5782,2.60945,0.0,0.0,1.94246,0.333075,0.19252,1.62495,1.48819,0.0,2.71876,0.646461,0.863397,0.819597,0.923942,0.0,3.03698,1.01407,3.03714,1.18708,0.0,0.731395,0.0,0.861234,1.69135,4.32329,2.15546,0.763171,0.640156,3.69823,4.08002,0.39993,0.973495,0.0,0.394775,0.508824,0.38088,0.44509,0.580281,0.201956,0.910568,0.511418,0.345645,0.0,0.0,0.556246,0.760873,0.0,0.791714,2.83609,0.52071,1.35225,1.02055,0.0,0.928762,2.03812,0.580754,3.8305,1.02856,22.848,23.1966,24.5466,28.9228,30.3865,29.689,0.0,0.0,10.0923,0.0,15.6128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7053,23.9711,26.9234,40.9305,17.2857,26.7211,37.1254,21.0538,15.5963,15.9915,5.26678,14.4722,16.9037,25.4026,10.9909
p5.00_sc00001_p0006,38.7487,12.7365,40.5743,0.0,0.0,0.0,0.0,0.0,0.0,0.094255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6895,0.0,1.31415,0.0,1.75139,1.66067,1.04886,0.405363,1.17091,2.07204,0.513159,0.423526,0.0,0.285276,0.0,0.285815,0.910707,0.0,0.397812,0.0,0.0,0.494431,1.68354,0.366922,0.056394,0.368615,1.77393,1.71935,2.22223,1.98433,1.72557,1.94053,0.347634,2.70267,1.24193,0.0,1.43816,0.251385,0.935624,8.63684,19.9439,4.88878,19.3246,6.48811,5.15409,23.904,0.0,17.0209,22.6981,16.4209,0.0,64.7447,62.7723,27.822,31.4986,64.4352,39.9681,44.7755,12.3718,37.4536,16.3156,28.132,20.852,28.2168,43.6466,19.8505,19.5466,44.1479,41.4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40211,0.0,0.137989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146746,8.10979,0.125152,0.517127,0.13609,0.0,0.879797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133251,0.0,0.253529,0.123128,0.0,16.368,0.0,55.8277,26.909,45.7041,20.4855,28.263,28.7027,40.9895,41.8254,20.117,26.5132,20.4485,45.6961,19.5243,55.1484,19.9874,19.2042,0.0,3.85482,5.01002,3.68795,6.81543,8.50897,4.187,0.0,0.0,1.2245,0.55859,1.91738,1.46729,1.57654,1.6325,1.60102,2.63059,0.674973,1.75771,1.09206,0.962837,1.89203,0.364687,1.31184,0.959749,2.0926,1.01744,0.176018,0.0,0.0,0.179837,0.0,0.0,5.60538,8.23178,6.93762,58.5269,83.0829,7.70157,0.564342,7.08797,53.4401,0.192866,0.0,0.192558,0.0,0.0,0.154985,0.0,0.543358,0.327806,0.968146,1.65091,1.57384,0.646934,0.0,0.364688,0.0,0.121736,0.0,1.09206,1.89203,2.0926,0.962838,1.57654,0.440359,1.84301,1.16864,0.273823,19.1118,22.5863,3.58214,12.5112,12.3234,6.89257,6.77834,13.3669,16.3358,22.5012,5.59168,8.02041,69.9538,20.0328,23.7421,72.1754,37.1092,64.5106,30.2421,256.094,243.766,227.312,21.6738,136.418,132.411,37.9582,132.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136407,0.0,0.0,0.0,0.0,0.0,0.149863,0.0,1.39844,1.05826,2.10163,1.85341,1.99715,3.08725,4.09604,0.635618,1.4995,0.094035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77582,0.181035,0.0,0.0,0.0,0.0,0.0,0.534206,0.61755,0.289576,0.0,0.0,0.0,0.0,0.0,0.525807,1.1855,0.0,0.0,1.08428,0.573076,4.75978,0.0,0.0,0.0,0.552518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641431,1.56135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758115,0.0,0.0,0.272802,0.0,0.0,0.326886,0.698585,1.67552,0.471331,0.153073,0.0,1.2588,3.1563,9.68886,2.02197,0.0,0.0,17.0346,0.0,11.7706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083778,0.0,3.85253,0.0,10.5586,16.2986,0.0,22.3207,3.57345,0.625562,3.28501,3.22379,5.57283,1.36526,10.6234
